,SEQNOS,CHRIS_CODE,CAS_NUMBER,UN_NUMBER,AMOUNT_OF_MATERIAL,UNIT_OF_MEASURE,NAME_OF_MATERIAL,IF_REACHED_WATER,AMOUNT_IN_WATER,UNIT_OF_MEASURE_REACH_WATER
761,1268065,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,LEAD-BASED PAINT,UNKNOWN,0.0,UNKNOWN AMOUNT
762,1268066,OTH,000000-00-0,,0.0,UNKNOWN AMOUNT,ENGINE OIL,YES,0.0,UNKNOWN AMOUNT
763,1268069,OWA,000000-00-0,,0.0,UNKNOWN AMOUNT,WASTE OIL,NO,,
764,1268070,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
765,1268071,OTF,000000-00-0,,15.0,GALLON(S),"OIL, MISC: TRANSFORMER",YES,5.0,GALLON(S)
766,1268077,OMN,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, MISC: MINERAL",YES,0.0,UNKNOWN AMOUNT
767,1268078,OSX,000000-00-0,,480.0,BARREL(S),"OIL, FUEL: NO. 6",NO,,
768,1268079,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,ALL TERRAIN VEHICLES,YES,0.0,UNKNOWN AMOUNT
769,1268079,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,TIRES,YES,0.0,UNKNOWN AMOUNT
770,1268079,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,VEHICLES,YES,0.0,UNKNOWN AMOUNT
771,1268079,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0.0,UNKNOWN AMOUNT
772,1268083,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
773,1268086,EGL,000107-21-1,,3.0,GALLON(S),ETHYLENE GLYCOL,YES,1.0,CUP(S)
774,1268088,ONG,000000-00-0,,0.0,UNKNOWN AMOUNT,NATURAL GAS,YES,0.0,UNKNOWN AMOUNT
775,1268089,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
776,1268090,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
777,1268091,EGL,000107-21-1,,3.0,GALLON(S),ANTI-FREEZE,YES,3.0,GALLON(S)
778,1268092,OMT,000000-00-0,,150.0,GALLON(S),"OIL, MISC: MOTOR",NO,,
779,1268093,HPO,000000-00-0,,100.0,POUND(S),HYDROGEN PEROXIDE (50%),NO,,
780,1268094,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
781,1268095,BNZ,000071-43-2,,25.6,POUND(S),BENZENE,NO,,
782,1268098,NCC,000000-00-0,,15.9,POUND(S),NITROGEN DIOXIDE,NO,,
783,1268098,NCC,000000-00-0,,15.9,POUND(S),NITROGEN OXIDE,NO,,
784,1268099,OTH,000000-00-0,,30.0,GALLON(S),JP-5 FUEL,NO,,
785,1268100,ODS,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
786,1268101,ODS,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
787,1268102,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,PRODUCED WATER,YES,0.0,UNKNOWN AMOUNT
788,1268103,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
789,1268104,OMT,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",YES,0.0,UNKNOWN AMOUNT
790,1268105,NCC,000000-00-0,,100.0,GALLON(S),MOLTEN SULFUR,YES,100.0,GALLON(S)
791,1268106,ONG,000000-00-0,,3600.0,OTHER,NATURAL GAS,NO,,
792,1268107,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
793,1268109,BNZ,000071-43-2,,10.0,POUND(S),BENZENE,NO,,
794,1268109,OIL,000000-00-0,,810.0,GALLON(S),OIL: CRUDE,NO,,
795,1268110,OHY,000000-00-0,,30.0,GALLON(S),HYDRAULIC OIL,YES,0.0,UNKNOWN AMOUNT
796,1268111,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0.0,UNKNOWN AMOUNT
797,1268112,GAS,000000-00-0,,0.0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0.0,UNKNOWN AMOUNT
798,1268113,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
799,1268114,OSX,000000-00-0,,0.5,LITER(S),"OIL, FUEL: NO. 6 (VAPOR THAT CONDENSATED INTO DROPLET)",YES,0.0,UNKNOWN AMOUNT
800,1268115,OTD,000000-00-0,,4.0,DROP(S),"OIL, FUEL: NO. 2-D",YES,2.0,DROP(S)
801,1268116,OHY,000000-00-0,,5.0,GALLON(S),HYDRAULIC OIL (BIODEGRADEABLE),YES,5.0,GALLON(S)
802,1268118,OHY,000000-00-0,,0.0,UNKNOWN AMOUNT,HYDRAULIC OIL,YES,0.0,UNKNOWN AMOUNT
803,1268119,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
804,1268122,ODS,000000-00-0,,100.0,GALLON(S),OIL: DIESEL,NO,,
805,1268123,OIL,000000-00-0,,0.02,GALLON(S),OIL: CRUDE,YES,0.02,GALLON(S)
806,1268124,PCB,000000-00-0,,0.0,UNKNOWN AMOUNT,POLYCHLORINATED BIPHENYLS,UNKNOWN,0.0,UNKNOWN AMOUNT
807,1268125,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,CONSTRUCTION WASTE,YES,0.0,UNKNOWN AMOUNT
808,1268125,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,HAZARDOUS MATERIALS,YES,0.0,UNKNOWN AMOUNT
809,1268125,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,HOUSEHOLD HAZMAT,YES,0.0,UNKNOWN AMOUNT
810,1268125,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
811,1268125,UNK,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0.0,UNKNOWN AMOUNT
812,1268127,DZB,000000-00-0,,0.0,UNKNOWN AMOUNT,DRILLING BRINE (WITH ZINC SALTS),YES,0.0,UNKNOWN AMOUNT
813,1268127,EGL,000107-21-1,,0.0,UNKNOWN AMOUNT,ETHYLENE GLYCOL,YES,0.0,UNKNOWN AMOUNT
814,1268127,GAS,000000-00-0,,0.0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0.0,UNKNOWN AMOUNT
815,1268127,OMT,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",YES,0.0,UNKNOWN AMOUNT
816,1268128,NCC,000000-00-0,,50.0,GALLON(S),TOLUENE DIISOCYANATE,NO,,
817,1268129,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
818,1268130,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
819,1268131,OTD,000000-00-0,,1500.0,GALLON(S),"OIL, FUEL: NO. 2-D",NO,,
820,1268132,OIL,000000-00-0,,0.0009,GALLON(S),OIL: CRUDE,YES,0.0009,GALLON(S)
821,1268133,RFG,000000-00-0,,0.0,UNKNOWN AMOUNT,REFRIGERANT GASES,NO,,
822,1268134,ODS,000000-00-0,,40.0,GALLON(S),OIL: DIESEL,YES,1.0,PINT(S)
823,1268135,IPR,000078-79-5,,0.0,UNKNOWN AMOUNT,ISOPRENE,NO,,
824,1268136,OTD,000000-00-0,,1.0,PINT(S),"OIL, FUEL: NO. 2-D",YES,1.0,PINT(S)
825,1268137,OIL,000000-00-0,,1.38,GALLON(S),OIL: CRUDE,YES,1.38,GALLON(S)
826,1268138,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0.0,UNKNOWN AMOUNT
827,1268139,ODS,000000-00-0,,4.0,OUNCE(S),OIL: DIESEL,YES,4.0,OUNCE(S)
828,1268140,OMN,000000-00-0,,10.0,GALLON(S),"OIL, MISC: MINERAL",YES,10.0,GALLON(S)
829,1268140,PCB,000000-00-0,,0.0,UNKNOWN AMOUNT,POLYCHLORINATED BIPHENYLS,YES,0.0,UNKNOWN AMOUNT
830,1268141,OTD,000000-00-0,,5.0,GALLON(S),"OIL, FUEL: NO. 2-D",YES,5.0,GALLON(S)
831,1268143,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,RAW SEWAGE,YES,0.0,UNKNOWN AMOUNT
832,1268145,ODS,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0.0,UNKNOWN AMOUNT
833,1268146,ODS,000000-00-0,,70.0,GALLON(S),OIL: DIESEL,NO,,
834,1268147,OIL,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL: CRUDE,NO,,
835,1268148,OMT,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",NO,,
836,1268149,ONG,000000-00-0,,0.0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
837,1268150,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,SALT WATER,YES,0.0,UNKNOWN AMOUNT
838,1268150,UNK,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0.0,UNKNOWN AMOUNT
839,1268151,OHY,000000-00-0,,2.0,GALLON(S),HYDRAULIC OIL,YES,2.0,GALLON(S)
840,1268152,OMT,000000-00-0,,10.0,GALLON(S),"OIL, MISC: MOTOR",YES,0.0,UNKNOWN AMOUNT
841,1268153,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,SEWAGE,YES,0.0,UNKNOWN AMOUNT
842,1268154,ODS,000000-00-0,,1.0,GALLON(S),OIL: DIESEL,YES,1.0,GALLON(S)
843,1268156,OHY,000000-00-0,,275.0,GALLON(S),EDIBLE HYDRAULIC OIL,NO,,
844,1268157,NCC,000000-00-0,,23635.0,GALLON(S),MINE DRAINAGE,YES,0.0,UNKNOWN AMOUNT
845,1268158,OHY,000000-00-0,,5.0,GALLON(S),HYDRAULIC OIL (TURBINE OIL),NO,,
846,1268160,NCC,000000-00-0,,500.0,BARREL(S),PRODUCED WATER,YES,0.0,UNKNOWN AMOUNT
847,1268160,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0.0,UNKNOWN AMOUNT
848,1268161,ONG,000000-00-0,,0.0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
849,1268163,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
850,1268164,OTF,000000-00-0,,25.0,GALLON(S),"OIL, MISC: TRANSFORMER",YES,3.0,OUNCE(S)
851,1268165,NCC,000000-00-0,,300.0,GALLON(S),"ORGANIC PEROXIDE TYPE F, LIQUID 96% (UN3109)",UNKNOWN,0.0,UNKNOWN AMOUNT
852,1268166,ODS,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0.0,UNKNOWN AMOUNT
853,1268166,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
854,1268167,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
855,1268168,NCC,000000-00-0,,300.0,GALLON(S),CHROMIC ACID,NO,,
856,1268169,OVG,000000-00-0,,2000.0,GALLON(S),STORM WATER AND VEGITABLE OIL MIXTURE,YES,2000.0,GALLON(S)
857,1268172,OIL,000000-00-0,,7.0,BARREL(S),OIL: CRUDE,NO,,
858,1268173,EGL,000107-21-1,,0.0,UNKNOWN AMOUNT,ETHYLENE GLYCOL,YES,0.0,UNKNOWN AMOUNT
859,1268173,GAS,000000-00-0,,0.0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0.0,UNKNOWN AMOUNT
860,1268173,OMT,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",YES,0.0,UNKNOWN AMOUNT
861,1268174,AMA,007664-41-7,,100.0,POUND(S),"AMMONIA, ANHYDROUS",NO,,
862,1268175,ASP,000000-00-0,,20.0,GALLON(S),ASPHALT SLURRY,YES,20.0,GALLON(S)
863,1268176,UNK,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0.0,UNKNOWN AMOUNT
864,1268177,ONG,000000-00-0,,0.0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
865,1268179,AMA,007664-41-7,,0.0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
866,1268180,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
867,1268181,AMA,007664-41-7,,200.0,POUND(S),"AMMONIA, ANHYDROUS",NO,,
868,1268183,OHY,000000-00-0,,1.0,QUART(S),HYDRAULIC OIL,NO,,
869,1268184,AMA,007664-41-7,,0.0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
870,1268185,ODS,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL: DIESEL,UNKNOWN,0.0,UNKNOWN AMOUNT
871,1268186,NCC,000000-00-0,,300.0,GALLON(S),SEWAGE,NO,,
872,1268190,VCM,000075-01-4,,1.0,POUND(S),VINYL CHLORIDE,NO,,
873,1268191,POX,000075-56-9,,102.0,POUND(S),PROPYLENE OXIDE,NO,,
874,1268192,ODS,000000-00-0,,42.0,GALLON(S),OIL: DIESEL,NO,,
875,1268193,MAP,000000-00-0,,122.35,POUND(S),"METHYL ACETYLENE, PROPADIENE",NO,,
876,1268196,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
877,1268198,AMA,007664-41-7,,0.0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
878,1268199,GAS,000000-00-0,,0.0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
879,1268200,ODS,000000-00-0,,30.0,GALLON(S),OIL: DIESEL,YES,0.0,UNKNOWN AMOUNT
880,1268202,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,AUTOMOTIVE PAINT OVERSPRAY,NO,,
881,1268203,OLB,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, MISC: LUBRICATING",NO,,
882,1268205,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,GARBAGE,YES,0.0,UNKNOWN AMOUNT
883,1268205,UNK,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0.0,UNKNOWN AMOUNT
884,1268206,EGL,000107-21-1,,5.0,GALLON(S),ETHYLENE GLYCOL (ANITFREEZE),NO,,
885,1268206,ODS,000000-00-0,,82.0,GALLON(S),OIL: DIESEL,NO,,
886,1268206,OMT,000000-00-0,,12.0,GALLON(S),"OIL, MISC: MOTOR",NO,,
887,1268207,OLB,000000-00-0,,10.0,GALLON(S),"OIL, MISC: LUBRICATING",YES,0.0,UNKNOWN AMOUNT
888,1268208,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,MIX OF GLYCOL AND CRUDE OIL,YES,0.0,UNKNOWN AMOUNT
889,1268209,ODS,000000-00-0,,40.0,GALLON(S),OIL: DIESEL,NO,,
890,1268210,AMA,007664-41-7,,100.0,POUND(S),"AMMONIA, ANHYDROUS",NO,,
891,1268211,OMT,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",NO,,
892,1268212,OUN,000000-00-0,,1.0,GALLON(S),UNKNOWN OIL,YES,1.0,GALLON(S)
893,1268214,ONG,000000-00-0,,0.0,UNKNOWN AMOUNT,NATURAL GAS,YES,0.0,UNKNOWN AMOUNT
894,1268215,OLB,000000-00-0,,10.0,GALLON(S),"OIL, MISC: LUBRICATING",YES,0.0,UNKNOWN AMOUNT
895,1268216,EGL,000107-21-1,,0.0,UNKNOWN AMOUNT,ETHYLENE GLYCOL,YES,0.0,UNKNOWN AMOUNT
896,1268216,GAS,000000-00-0,,0.0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0.0,UNKNOWN AMOUNT
897,1268216,ODS,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0.0,UNKNOWN AMOUNT
898,1268216,OMT,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",YES,0.0,UNKNOWN AMOUNT
899,1268217,OHY,000000-00-0,,0.0,UNKNOWN AMOUNT,HYDRAULIC OIL,YES,1.0,CUP(S)
900,1268218,GAS,000000-00-0,,120.0,BARREL(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
901,1268219,ASX,000000-00-0,,38000.0,GALLON(S),ALUMINUM SULFATE SOLUTION (48%),NO,,
902,1268221,ODS,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0.0,UNKNOWN AMOUNT
903,1268226,ONG,000000-00-0,,2778.0,MCF,NATURAL GAS,NO,,
904,1268228,OHY,000000-00-0,,0.25,CUP(S),HYDRAULIC OIL,YES,0.25,CUP(S)
905,1268229,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
906,1268230,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
907,1268231,OTH,000000-00-0,,1000.0,GALLON(S),TALL OIL,NO,,
908,1268232,ODS,000000-00-0,,200.0,GALLON(S),OIL: DIESEL,YES,200.0,GALLON(S)
909,1268234,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
910,1268237,MCR,007439-97-6,,1.0,POUND(S),MERCURY,NO,,
911,1268238,GAS,000000-00-0,,0.0,UNKNOWN AMOUNT,PREMIUM GASOLINE,NO,,
912,1268239,GAS,000000-00-0,,1.0,QUART(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,1.0,QUART(S)
913,1268240,OWA,000000-00-0,,0.0,UNKNOWN AMOUNT,WASTE OIL,UNKNOWN,0.0,UNKNOWN AMOUNT
914,1268241,OHY,000000-00-0,,5.0,GALLON(S),HYDRAULIC OIL,NO,,
915,1268242,NCC,000000-00-0,,100.0,GALLON(S),HIGH EXPANSION FOAM,YES,0.0,UNKNOWN AMOUNT
916,1268243,OTF,000000-00-0,,1.0,TEASPOON(S),"OIL, MISC: TRANSFORMER",YES,1.0,TEASPOON(S)
917,1268244,OTH,000000-00-0,,2.0,GALLON(S),WICKED GATE GREASE,YES,2.0,GALLON(S)
918,1268245,EGL,000107-21-1,,14.0,GALLON(S),ANTI-FREEZE,YES,0.0,UNKNOWN AMOUNT
919,1268246,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,SEWAGE,NO,,
920,1268247,ODS,000000-00-0,,60.0,GALLON(S),OIL: DIESEL,NO,,
921,1268248,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,METALLIC DUST,NO,,
922,1268249,ONG,000000-00-0,,0.0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
923,1268250,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
924,1268251,NCC,000000-00-0,,260000.0,GALLON(S),NON DISINFECTED TREATED WASTEWATER,YES,260000.0,GALLON(S)
925,1268252,ODS,000000-00-0,,50.0,GALLON(S),OIL: DIESEL,YES,10.0,GALLON(S)
926,1268253,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,ASBESTOS,NO,,
927,1268253,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,LEAD,NO,,
928,1268256,ODS,000000-00-0,,50.0,GALLON(S),OIL: DIESEL,NO,,
929,1268258,OMT,000000-00-0,,15.0,OUNCE(S),"OIL, MISC: MOTOR",YES,15.0,OUNCE(S)
930,1268259,ODS,000000-00-0,,50.0,GALLON(S),OIL: DIESEL,YES,0.0,UNKNOWN AMOUNT
931,1268260,KRS,000000-00-0,,500.0,GALLON(S),KEROSENE,YES,0.0,UNKNOWN AMOUNT
932,1268260,OTW,000000-00-0,,2500.0,GALLON(S),"OIL, FUEL: NO. 2",YES,0.0,UNKNOWN AMOUNT
933,1268261,OTH,000000-00-0,,2.0,OUNCE(S),OILY WASTE,YES,2.0,OUNCE(S)
934,1268263,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,COPPER,NO,,
935,1268263,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,PLASTIC,NO,,
936,1268263,OMT,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",UNKNOWN,0.0,UNKNOWN AMOUNT
937,1268265,MTC,000000-00-0,,0.0,UNKNOWN AMOUNT,METHYL CHLORIDE,NO,,
938,1268266,OIL,000000-00-0,,0.3,GALLON(S),OIL: CRUDE,YES,0.3,GALLON(S)
939,1268267,OTW,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 2",NO,,
940,1268268,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
941,1268270,OHY,000000-00-0,,0.05,GALLON(S),HYDRAULIC OIL,YES,0.05,GALLON(S)
942,1268274,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,TIRES,NO,,
943,1268274,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,TRASH,NO,,
944,1268275,OTH,000000-00-0,,6.0,OUNCE(S),CRUDE OIL CONDENSATE,YES,6.0,OUNCE(S)
945,1268276,OIL,000000-00-0,,12.0,BARREL(S),OIL: CRUDE,NO,,
946,1268277,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,PRODIAMINE,NO,,
947,1268277,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,WEED KILLER,NO,,
948,1268278,OUN,000000-00-0,,8.0,OUNCE(S),UNKNOWN OIL,YES,8.0,OUNCE(S)
949,1268279,PRP,000000-00-0,,0.0,UNKNOWN AMOUNT,PROPANE,NO,,
950,1268280,OTH,000000-00-0,,0.0,UNKNOWN AMOUNT,ENGINE OIL,YES,0.0,UNKNOWN AMOUNT
951,1268281,OIL,000000-00-0,,3.0,BARREL(S),OIL: CRUDE,NO,,
952,1268282,GAS,000000-00-0,,300.0,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
953,1268282,OMT,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",NO,,
954,1268283,NCC,000000-00-0,,100.0,GALLON(S),RAW SEWAGE,YES,100.0,GALLON(S)
955,1268284,UNK,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0.0,UNKNOWN AMOUNT
956,1268285,OIL,000000-00-0,,3.0,BARREL(S),OIL: CRUDE,NO,,
957,1268288,RFG,000000-00-0,,0.0,UNKNOWN AMOUNT,REFRIGERANT GASES,NO,,
958,1268291,OIL,000000-00-0,,0.21,GALLON(S),MIXTURE OF CRUDE OIL AND WATER,YES,0.21,GALLON(S)
959,1268295,OIL,000000-00-0,,1.68,GALLON(S),OIL: CRUDE,YES,1.68,GALLON(S)
960,1268297,OTW,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 2",NO,,
961,1268298,GAS,000000-00-0,,0.0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0.0,UNKNOWN AMOUNT
962,1268299,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,SEWAGE,YES,0.0,UNKNOWN AMOUNT
963,1268300,OMT,000000-00-0,,1.0,GALLON(S),"OIL, MISC: MOTOR",YES,1.0,GALLON(S)
964,1268301,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
965,1268302,OMT,000000-00-0,,125.0,GALLON(S),"OIL, MISC: MOTOR",NO,,
966,1268303,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,PRODUCED WATER,YES,0.0,UNKNOWN AMOUNT
967,1268304,BNZ,000071-43-2,,5.0568,POUND(S),BENZENE,NO,,
968,1268305,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
969,1268306,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0.0,UNKNOWN AMOUNT
970,1268306,UNK,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN AUTO PARTS CLEANING CHEMICALS,UNKNOWN,0.0,UNKNOWN AMOUNT
971,1268307,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
972,1268308,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
973,1268309,ODS,000000-00-0,,5.0,GALLON(S),OIL: DIESEL,NO,,
974,1268309,OMT,000000-00-0,,10.0,GALLON(S),"OIL, MISC: MOTOR",NO,,
975,1268312,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
976,1268313,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,SEWAGE,YES,0.0,UNKNOWN AMOUNT
977,1268314,OHY,000000-00-0,,10.0,GALLON(S),"HYDRAULIC OIL, SHELL TELLUS S2MX68",YES,0.0,UNKNOWN AMOUNT
978,1268315,OMT,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",YES,0.0,UNKNOWN AMOUNT
979,1268317,OHY,000000-00-0,,3.0,TABLESPOON(S),HYDRAULIC OIL,YES,3.0,TABLESPOON(S)
980,1268318,ONG,000000-00-0,,0.0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
981,1268319,OHY,000000-00-0,,1.0,LITER(S),HYDRAULIC OIL,YES,1.0,LITER(S)
982,1268320,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
983,1268321,ODS,000000-00-0,,100.0,GALLON(S),OIL: DIESEL,YES,2.0,GALLON(S)
984,1268323,ONG,000000-00-0,,1000000.0,CUBIC FEET,NATURAL GAS,NO,,
985,1268324,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
986,1268325,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
987,1268326,HCL,007647-01-0,,0.0,UNKNOWN AMOUNT,HYDROCHLORIC ACID,NO,,
988,1268328,UNK,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN RESIDUAL CHEMICALS,UNKNOWN,0.0,UNKNOWN AMOUNT
989,1268329,ODS,000000-00-0,,0.5,CUP(S),OIL: DIESEL,NO,,
990,1268330,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,FIRE SUPRESSANT FOAM,YES,0.0,UNKNOWN AMOUNT
991,1268330,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,PAINT,YES,0.0,UNKNOWN AMOUNT
